fishery,management_area,target,opening_year,sex,size,molting,soft,new_pliable,new,old,very_old,unknown,total
TR00,bristol_bay,red_king_crab,2000,male,148,0,0,0,542,212,16,0,770
TR00,bristol_bay,red_king_crab,2000,male,149,0,0,0,418,198,13,0,629
TR00,bristol_bay,red_king_crab,2000,male,150,0,0,1,506,181,21,0,709
TR00,bristol_bay,red_king_crab,2000,male,151,0,0,0,393,177,13,0,583
TR00,bristol_bay,red_king_crab,2000,male,152,0,0,0,479,178,37,0,694
TR00,bristol_bay,red_king_crab,2000,male,153,0,0,0,393,150,28,0,571
TR00,bristol_bay,red_king_crab,2000,male,154,0,0,1,333,170,24,0,528
TR00,bristol_bay,red_king_crab,2000,male,155,0,0,0,320,168,17,0,505
TR00,bristol_bay,red_king_crab,2000,male,156,0,0,0,260,135,21,0,416
TR00,bristol_bay,red_king_crab,2000,male,157,0,0,0,286,155,29,0,470
TR00,bristol_bay,red_king_crab,2000,male,158,0,0,0,229,138,31,0,398
TR00,bristol_bay,red_king_crab,2000,male,159,0,0,0,170,100,29,0,299
TR00,bristol_bay,red_king_crab,2000,male,160,0,0,0,189,128,32,0,349
TR00,bristol_bay,red_king_crab,2000,male,161,0,0,0,127,80,26,0,233
TR00,bristol_bay,red_king_crab,2000,male,162,0,0,0,165,98,37,0,300
TR00,bristol_bay,red_king_crab,2000,male,163,0,0,0,129,93,27,0,249
TR00,bristol_bay,red_king_crab,2000,male,164,0,0,1,101,82,44,0,228
TR00,bristol_bay,red_king_crab,2000,male,165,0,0,0,126,105,34,0,265
TR00,bristol_bay,red_king_crab,2000,male,166,0,0,0,68,68,35,0,171
TR00,bristol_bay,red_king_crab,2000,male,167,0,0,0,101,74,24,0,199
TR00,bristol_bay,red_king_crab,2000,male,168,0,0,0,59,78,35,0,172
TR00,bristol_bay,red_king_crab,2000,male,169,0,0,0,40,68,28,0,136
TR00,bristol_bay,red_king_crab,2000,male,170,0,0,0,59,60,25,0,144
TR00,bristol_bay,red_king_crab,2000,male,171,0,0,0,38,52,15,0,105
TR00,bristol_bay,red_king_crab,2000,male,172,0,0,0,35,51,20,0,106
TR00,bristol_bay,red_king_crab,2000,male,173,0,0,0,41,49,22,0,112
TR00,bristol_bay,red_king_crab,2000,male,174,0,0,0,25,31,20,0,76
TR00,bristol_bay,red_king_crab,2000,male,175,0,0,0,39,34,13,0,86
TR00,bristol_bay,red_king_crab,2000,male,176,0,0,0,16,27,18,0,61
TR00,bristol_bay,red_king_crab,2000,male,177,0,0,0,10,26,9,0,45
TR00,bristol_bay,red_king_crab,2000,male,178,0,0,0,17,13,10,0,40
TR00,bristol_bay,red_king_crab,2000,male,179,0,0,0,6,12,12,0,30
TR00,bristol_bay,red_king_crab,2000,male,180,0,0,0,11,11,3,0,25
TR00,bristol_bay,red_king_crab,2000,male,181,0,0,0,9,7,5,0,21
TR00,bristol_bay,red_king_crab,2000,male,182,0,0,0,6,6,1,0,13
TR00,bristol_bay,red_king_crab,2000,male,183,0,0,0,8,1,2,0,11
TR00,bristol_bay,red_king_crab,2000,male,184,0,0,0,5,8,1,0,14
TR00,bristol_bay,red_king_crab,2000,male,185,0,0,0,4,5,2,0,11
TR00,bristol_bay,red_king_crab,2000,male,186,0,0,0,0,5,3,0,8
TR00,bristol_bay,red_king_crab,2000,male,187,0,0,0,7,0,0,0,7
TR00,bristol_bay,red_king_crab,2000,male,188,0,0,0,3,5,0,0,8
TR00,bristol_bay,red_king_crab,2000,male,189,0,0,0,0,0,2,0,2
TR00,bristol_bay,red_king_crab,2000,male,190,0,0,0,0,1,2,0,3
TR00,bristol_bay,red_king_crab,2000,male,192,0,0,0,0,1,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,124,0,0,0,1,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,128,0,0,0,0,1,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,129,0,0,0,3,0,0,0,3
TR01,bristol_bay,red_king_crab,2001,male,130,0,0,0,4,0,0,0,4
TR01,bristol_bay,red_king_crab,2001,male,131,0,0,0,11,4,0,0,15
TR01,bristol_bay,red_king_crab,2001,male,132,0,0,0,20,6,0,0,26
TR01,bristol_bay,red_king_crab,2001,male,133,0,0,0,28,5,2,0,35
TR01,bristol_bay,red_king_crab,2001,male,134,0,0,0,44,6,1,0,51
TR01,bristol_bay,red_king_crab,2001,male,135,0,0,0,72,14,1,0,87
TR01,bristol_bay,red_king_crab,2001,male,136,0,0,0,103,23,3,0,129
TR01,bristol_bay,red_king_crab,2001,male,137,0,0,0,154,29,5,0,188
TR01,bristol_bay,red_king_crab,2001,male,138,0,0,0,222,50,8,0,280
TR01,bristol_bay,red_king_crab,2001,male,139,0,0,0,210,40,13,0,263
TR01,bristol_bay,red_king_crab,2001,male,140,0,0,0,282,60,9,0,351
TR01,bristol_bay,red_king_crab,2001,male,141,0,0,0,277,66,13,0,356
TR01,bristol_bay,red_king_crab,2001,male,142,0,0,0,340,102,10,0,452
TR01,bristol_bay,red_king_crab,2001,male,143,0,0,0,341,105,27,0,473
TR01,bristol_bay,red_king_crab,2001,male,144,0,0,0,351,75,13,0,439
TR01,bristol_bay,red_king_crab,2001,male,145,0,0,0,382,94,22,0,498
TR01,bristol_bay,red_king_crab,2001,male,146,0,0,0,354,83,28,0,465
TR01,bristol_bay,red_king_crab,2001,male,147,0,0,0,372,106,25,0,503
TR01,bristol_bay,red_king_crab,2001,male,148,0,0,0,403,95,28,0,526
TR01,bristol_bay,red_king_crab,2001,male,149,0,0,0,373,84,19,0,476
TR01,bristol_bay,red_king_crab,2001,male,150,0,0,0,373,112,36,0,521
TR01,bristol_bay,red_king_crab,2001,male,151,0,0,0,415,74,32,0,521
TR01,bristol_bay,red_king_crab,2001,male,152,0,0,0,433,95,33,0,561
TR01,bristol_bay,red_king_crab,2001,male,153,0,0,0,397,94,34,0,525
TR01,bristol_bay,red_king_crab,2001,male,154,0,0,0,348,75,20,0,443
TR01,bristol_bay,red_king_crab,2001,male,155,0,0,0,393,77,26,0,496
TR01,bristol_bay,red_king_crab,2001,male,156,0,0,0,284,74,25,0,383
TR01,bristol_bay,red_king_crab,2001,male,157,0,0,0,343,70,35,0,448
TR01,bristol_bay,red_king_crab,2001,male,158,0,0,0,302,62,27,0,391
TR01,bristol_bay,red_king_crab,2001,male,159,0,0,0,271,56,25,0,352
TR01,bristol_bay,red_king_crab,2001,male,160,0,0,0,282,51,23,0,356
TR01,bristol_bay,red_king_crab,2001,male,161,0,0,0,244,57,19,0,320
TR01,bristol_bay,red_king_crab,2001,male,162,0,0,0,278,59,22,0,359
TR01,bristol_bay,red_king_crab,2001,male,163,0,0,0,205,42,20,0,267
TR01,bristol_bay,red_king_crab,2001,male,164,0,0,0,188,37,14,0,239
TR01,bristol_bay,red_king_crab,2001,male,165,0,0,0,160,34,22,0,216
TR01,bristol_bay,red_king_crab,2001,male,166,0,0,0,126,31,11,0,168
TR01,bristol_bay,red_king_crab,2001,male,167,0,0,0,103,34,16,0,153
TR01,bristol_bay,red_king_crab,2001,male,168,0,0,0,109,21,15,0,145
TR01,bristol_bay,red_king_crab,2001,male,169,0,0,0,75,17,9,0,101
TR01,bristol_bay,red_king_crab,2001,male,170,0,0,0,74,22,12,0,108
TR01,bristol_bay,red_king_crab,2001,male,171,0,0,0,47,17,6,0,70
TR01,bristol_bay,red_king_crab,2001,male,172,0,0,0,53,13,6,0,72
TR01,bristol_bay,red_king_crab,2001,male,173,0,0,0,26,19,7,0,52
TR01,bristol_bay,red_king_crab,2001,male,174,0,0,0,30,9,7,0,46
TR01,bristol_bay,red_king_crab,2001,male,175,0,0,0,30,14,4,0,48
TR01,bristol_bay,red_king_crab,2001,male,176,0,0,0,17,5,3,0,25
TR01,bristol_bay,red_king_crab,2001,male,177,0,0,0,17,0,4,0,21
TR01,bristol_bay,red_king_crab,2001,male,178,0,0,0,15,7,2,0,24
TR01,bristol_bay,red_king_crab,2001,male,179,0,0,0,7,3,0,0,10
TR01,bristol_bay,red_king_crab,2001,male,180,0,0,0,5,1,6,0,12
TR01,bristol_bay,red_king_crab,2001,male,181,0,0,0,4,2,3,0,9
TR01,bristol_bay,red_king_crab,2001,male,182,0,0,0,4,3,1,0,8
TR01,bristol_bay,red_king_crab,2001,male,183,0,0,0,2,3,1,0,6
TR01,bristol_bay,red_king_crab,2001,male,184,0,0,0,2,3,0,0,5
TR01,bristol_bay,red_king_crab,2001,male,185,0,0,0,2,1,1,0,4
TR01,bristol_bay,red_king_crab,2001,male,186,0,0,0,0,1,1,0,2
TR01,bristol_bay,red_king_crab,2001,male,187,0,0,0,1,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,190,0,0,0,1,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,199,0,0,0,1,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,male,125,0,0,0,2,1,0,0,3
TR02,bristol_bay,red_king_crab,2002,male,126,0,0,0,1,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,male,127,0,0,0,2,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,male,128,0,0,0,2,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,male,129,0,0,0,5,1,1,0,7
TR02,bristol_bay,red_king_crab,2002,male,130,0,0,0,6,1,1,0,8
TR02,bristol_bay,red_king_crab,2002,male,131,0,0,0,15,2,0,0,17
TR02,bristol_bay,red_king_crab,2002,male,132,0,0,0,26,3,0,0,29
TR02,bristol_bay,red_king_crab,2002,male,133,0,0,0,43,2,0,0,45
TR02,bristol_bay,red_king_crab,2002,male,134,0,0,0,74,3,2,0,79
TR02,bristol_bay,red_king_crab,2002,male,135,0,0,0,146,4,0,0,150
TR02,bristol_bay,red_king_crab,2002,male,136,0,0,0,198,19,0,1,218
TR02,bristol_bay,red_king_crab,2002,male,137,0,0,0,277,35,4,0,316
TR02,bristol_bay,red_king_crab,2002,male,138,0,0,0,400,37,6,0,443
TR02,bristol_bay,red_king_crab,2002,male,139,0,0,0,388,37,2,0,427
TR02,bristol_bay,red_king_crab,2002,male,140,0,0,0,531,58,10,0,599
TR02,bristol_bay,red_king_crab,2002,male,141,0,0,0,454,49,8,0,511
TR02,bristol_bay,red_king_crab,2002,male,142,0,0,0,562,80,15,0,657
TR02,bristol_bay,red_king_crab,2002,male,143,0,0,0,549,89,6,0,644
TR02,bristol_bay,red_king_crab,2002,male,144,0,0,0,537,79,6,0,622
TR02,bristol_bay,red_king_crab,2002,male,145,0,0,0,542,93,7,0,642
TR02,bristol_bay,red_king_crab,2002,male,146,0,0,0,455,79,15,0,549
TR02,bristol_bay,red_king_crab,2002,male,147,0,0,0,490,101,15,0,606
TR02,bristol_bay,red_king_crab,2002,male,148,0,0,0,478,120,20,0,618
TR02,bristol_bay,red_king_crab,2002,male,149,0,0,0,407,105,23,0,535
TR02,bristol_bay,red_king_crab,2002,male,150,0,0,0,464,126,27,0,617
TR02,bristol_bay,red_king_crab,2002,male,151,0,0,0,369,109,28,0,506
TR02,bristol_bay,red_king_crab,2002,male,152,0,0,0,482,153,25,0,660
TR02,bristol_bay,red_king_crab,2002,male,153,0,0,0,380,136,21,0,537
TR02,bristol_bay,red_king_crab,2002,male,154,0,0,0,371,135,21,0,527
TR02,bristol_bay,red_king_crab,2002,male,155,0,0,0,335,146,31,0,512
TR02,bristol_bay,red_king_crab,2002,male,156,0,0,0,259,151,31,0,441
TR02,bristol_bay,red_king_crab,2002,male,157,0,0,0,249,154,35,0,438
TR02,bristol_bay,red_king_crab,2002,male,158,0,0,0,305,151,27,0,483
TR02,bristol_bay,red_king_crab,2002,male,159,0,0,0,223,110,21,0,354
TR02,bristol_bay,red_king_crab,2002,male,160,0,0,0,262,162,34,0,458
TR02,bristol_bay,red_king_crab,2002,male,161,0,0,0,194,106,27,0,327
TR02,bristol_bay,red_king_crab,2002,male,162,0,0,0,212,115,28,0,355
TR02,bristol_bay,red_king_crab,2002,male,163,0,0,0,177,125,30,0,332
TR02,bristol_bay,red_king_crab,2002,male,164,0,0,0,168,107,39,0,314
TR02,bristol_bay,red_king_crab,2002,male,165,0,0,0,153,98,27,0,278
TR02,bristol_bay,red_king_crab,2002,male,166,0,0,0,111,54,24,0,189
TR02,bristol_bay,red_king_crab,2002,male,167,0,0,0,112,83,20,0,215
TR02,bristol_bay,red_king_crab,2002,male,168,0,0,0,108,72,22,0,202
TR02,bristol_bay,red_king_crab,2002,male,169,0,0,0,96,54,19,0,169
TR02,bristol_bay,red_king_crab,2002,male,170,0,0,0,77,42,22,0,141
TR02,bristol_bay,red_king_crab,2002,male,171,0,0,0,53,33,18,0,104
TR02,bristol_bay,red_king_crab,2002,male,172,0,0,0,53,35,23,0,111
TR02,bristol_bay,red_king_crab,2002,male,173,0,0,0,38,27,14,0,79
TR02,bristol_bay,red_king_crab,2002,male,174,0,0,0,34,23,12,0,69
TR02,bristol_bay,red_king_crab,2002,male,175,0,0,0,29,17,11,0,57
TR02,bristol_bay,red_king_crab,2002,male,176,0,0,0,17,7,8,0,32
TR02,bristol_bay,red_king_crab,2002,male,177,0,0,0,20,14,8,0,42
TR02,bristol_bay,red_king_crab,2002,male,178,0,0,0,17,9,6,0,32
TR02,bristol_bay,red_king_crab,2002,male,179,0,0,0,4,7,4,0,15
TR02,bristol_bay,red_king_crab,2002,male,180,0,0,0,7,3,1,0,11
TR02,bristol_bay,red_king_crab,2002,male,181,0,0,0,1,2,3,0,6
TR02,bristol_bay,red_king_crab,2002,male,182,0,0,0,3,4,3,0,10
TR02,bristol_bay,red_king_crab,2002,male,183,0,0,0,6,2,1,0,9
TR02,bristol_bay,red_king_crab,2002,male,184,0,0,0,6,2,1,0,9
TR02,bristol_bay,red_king_crab,2002,male,185,0,0,0,0,3,2,0,5
TR02,bristol_bay,red_king_crab,2002,male,186,0,0,0,3,0,1,0,4
TR02,bristol_bay,red_king_crab,2002,male,188,0,0,0,0,1,0,0,1
TR02,bristol_bay,red_king_crab,2002,male,189,0,0,0,0,0,1,0,1
TR02,bristol_bay,red_king_crab,2002,male,190,0,0,0,0,1,0,0,1
TR02,bristol_bay,red_king_crab,2002,male,191,0,0,0,0,0,1,0,1
TR02,bristol_bay,red_king_crab,2002,male,192,0,0,0,1,0,2,0,3
TR03,bristol_bay,red_king_crab,2003,male,124,0,0,0,1,3,0,0,4
TR03,bristol_bay,red_king_crab,2003,male,125,0,0,0,1,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,male,126,0,0,0,3,0,0,0,3
TR03,bristol_bay,red_king_crab,2003,male,127,0,0,0,2,0,0,0,2
TR03,bristol_bay,red_king_crab,2003,male,128,0,0,0,2,0,1,0,3
TR03,bristol_bay,red_king_crab,2003,male,129,0,0,0,1,1,1,0,3
TR03,bristol_bay,red_king_crab,2003,male,130,0,0,0,6,0,0,0,6
TR03,bristol_bay,red_king_crab,2003,male,131,0,0,0,9,7,0,0,16
TR03,bristol_bay,red_king_crab,2003,male,132,0,0,0,30,6,1,0,37
TR03,bristol_bay,red_king_crab,2003,male,133,0,0,0,69,14,0,0,83
TR03,bristol_bay,red_king_crab,2003,male,134,0,0,0,107,23,1,0,131
TR03,bristol_bay,red_king_crab,2003,male,135,0,1,0,231,40,4,0,276
TR03,bristol_bay,red_king_crab,2003,male,136,0,2,0,348,67,4,0,421
TR03,bristol_bay,red_king_crab,2003,male,137,0,0,0,447,86,16,0,549
TR03,bristol_bay,red_king_crab,2003,male,138,0,1,0,649,112,18,0,780
TR03,bristol_bay,red_king_crab,2003,male,139,0,3,0,627,139,22,0,791
TR03,bristol_bay,red_king_crab,2003,male,140,0,0,0,783,167,23,0,973
TR03,bristol_bay,red_king_crab,2003,male,141,0,2,0,694,141,13,0,850
TR03,bristol_bay,red_king_crab,2003,male,142,0,2,0,821,183,13,0,1019
TR03,bristol_bay,red_king_crab,2003,male,143,0,3,0,780,186,12,0,981
TR03,bristol_bay,red_king_crab,2003,male,144,0,0,0,672,144,19,0,835
TR03,bristol_bay,red_king_crab,2003,male,145,0,2,0,672,167,24,0,865
TR03,bristol_bay,red_king_crab,2003,male,146,0,1,0,591,177,26,0,795
TR03,bristol_bay,red_king_crab,2003,male,147,0,2,1,581,150,24,0,758
TR03,bristol_bay,red_king_crab,2003,male,148,0,1,0,594,163,19,0,777
TR03,bristol_bay,red_king_crab,2003,male,149,0,1,0,509,132,23,0,665
TR03,bristol_bay,red_king_crab,2003,male,150,0,2,0,561,138,21,0,722
TR03,bristol_bay,red_king_crab,2003,male,151,0,1,0,450,140,21,0,612
TR03,bristol_bay,red_king_crab,2003,male,152,0,0,0,508,154,31,0,693
TR03,bristol_bay,red_king_crab,2003,male,153,0,1,0,443,133,27,0,604
TR03,bristol_bay,red_king_crab,2003,male,154,0,1,0,415,119,24,0,559
TR03,bristol_bay,red_king_crab,2003,male,155,0,4,1,346,123,27,0,501
TR03,bristol_bay,red_king_crab,2003,male,156,0,1,0,354,103,22,0,480
TR03,bristol_bay,red_king_crab,2003,male,157,0,0,0,279,85,36,0,400
TR03,bristol_bay,red_king_crab,2003,male,158,0,0,0,320,117,28,0,465
TR03,bristol_bay,red_king_crab,2003,male,159,0,1,0,237,84,34,0,356
TR03,bristol_bay,red_king_crab,2003,male,160,0,0,0,256,97,42,0,395
TR03,bristol_bay,red_king_crab,2003,male,161,0,0,0,224,87,29,0,340
TR03,bristol_bay,red_king_crab,2003,male,162,0,1,0,207,87,31,0,326
TR03,bristol_bay,red_king_crab,2003,male,163,0,1,0,205,84,28,0,318
TR03,bristol_bay,red_king_crab,2003,male,164,0,0,0,214,63,22,0,299
TR03,bristol_bay,red_king_crab,2003,male,165,0,0,0,176,75,26,0,277
TR03,bristol_bay,red_king_crab,2003,male,166,0,0,0,143,63,25,0,231
TR03,bristol_bay,red_king_crab,2003,male,167,0,0,0,135,57,20,0,212
TR03,bristol_bay,red_king_crab,2003,male,168,0,0,0,164,70,18,0,252
TR03,bristol_bay,red_king_crab,2003,male,169,0,0,0,104,37,11,0,152
TR03,bristol_bay,red_king_crab,2003,male,170,0,0,0,103,62,24,0,189
TR03,bristol_bay,red_king_crab,2003,male,171,0,1,0,90,37,13,0,141
TR03,bristol_bay,red_king_crab,2003,male,172,0,0,0,94,25,14,0,133
TR03,bristol_bay,red_king_crab,2003,male,173,0,0,0,55,30,14,0,99
TR03,bristol_bay,red_king_crab,2003,male,174,0,0,0,61,22,10,0,93
TR03,bristol_bay,red_king_crab,2003,male,175,0,0,0,54,21,13,0,88
TR03,bristol_bay,red_king_crab,2003,male,176,0,0,0,42,6,6,0,54
TR03,bristol_bay,red_king_crab,2003,male,177,0,0,0,26,14,4,0,44
TR03,bristol_bay,red_king_crab,2003,male,178,0,0,0,37,16,3,0,56
TR03,bristol_bay,red_king_crab,2003,male,179,0,0,0,15,7,7,0,29
TR03,bristol_bay,red_king_crab,2003,male,180,0,0,0,11,11,2,0,24
TR03,bristol_bay,red_king_crab,2003,male,181,0,0,0,14,1,0,0,15
TR03,bristol_bay,red_king_crab,2003,male,182,0,0,0,15,2,4,0,21
TR03,bristol_bay,red_king_crab,2003,male,183,0,0,0,9,4,2,0,15
TR03,bristol_bay,red_king_crab,2003,male,184,0,0,0,8,4,2,0,14
TR03,bristol_bay,red_king_crab,2003,male,185,0,0,0,3,1,2,0,6
TR03,bristol_bay,red_king_crab,2003,male,186,0,0,0,1,1,1,0,3
TR03,bristol_bay,red_king_crab,2003,male,187,0,0,0,3,1,1,0,5
TR03,bristol_bay,red_king_crab,2003,male,188,0,0,0,1,2,0,0,3
TR03,bristol_bay,red_king_crab,2003,male,189,0,0,0,3,2,1,0,6
TR03,bristol_bay,red_king_crab,2003,male,190,0,0,0,1,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,male,191,0,0,0,0,1,0,0,1
TR03,bristol_bay,red_king_crab,2003,male,192,0,0,0,1,0,1,0,2
TR03,bristol_bay,red_king_crab,2003,male,194,0,0,0,2,0,0,0,2
TR03,bristol_bay,red_king_crab,2003,male,196,0,0,0,1,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,male,197,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,122,0,0,0,0,1,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,124,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,125,0,0,0,0,1,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,127,0,0,0,1,0,1,0,2
TR04,bristol_bay,red_king_crab,2004,male,128,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,129,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,130,0,0,0,11,1,1,0,13
TR04,bristol_bay,red_king_crab,2004,male,131,0,0,0,10,3,2,0,15
TR04,bristol_bay,red_king_crab,2004,male,132,0,0,0,24,4,1,0,29
TR04,bristol_bay,red_king_crab,2004,male,133,0,0,0,19,0,0,1,20
TR04,bristol_bay,red_king_crab,2004,male,134,0,0,0,48,12,5,0,65
TR04,bristol_bay,red_king_crab,2004,male,135,0,0,0,95,19,5,1,120
TR04,bristol_bay,red_king_crab,2004,male,136,0,0,0,130,15,10,0,155
TR04,bristol_bay,red_king_crab,2004,male,137,0,0,0,196,20,8,2,226
TR04,bristol_bay,red_king_crab,2004,male,138,0,0,0,257,36,12,1,306
TR04,bristol_bay,red_king_crab,2004,male,139,0,0,0,287,52,21,0,360
TR04,bristol_bay,red_king_crab,2004,male,140,0,0,0,470,77,45,0,592
TR04,bristol_bay,red_king_crab,2004,male,141,0,0,0,358,64,41,1,464
TR04,bristol_bay,red_king_crab,2004,male,142,0,0,0,477,63,46,0,586
TR04,bristol_bay,red_king_crab,2004,male,143,0,0,0,403,85,29,3,520
TR04,bristol_bay,red_king_crab,2004,male,144,0,0,0,469,92,36,1,598
TR04,bristol_bay,red_king_crab,2004,male,145,0,0,0,592,101,54,0,747
TR04,bristol_bay,red_king_crab,2004,male,146,0,0,0,502,90,37,0,629
TR04,bristol_bay,red_king_crab,2004,male,147,0,0,0,586,92,50,0,728
TR04,bristol_bay,red_king_crab,2004,male,148,0,0,0,576,103,38,0,717
TR04,bristol_bay,red_king_crab,2004,male,149,0,0,0,615,94,46,0,755
TR04,bristol_bay,red_king_crab,2004,male,150,0,0,0,789,129,72,0,990
TR04,bristol_bay,red_king_crab,2004,male,151,0,0,0,600,118,30,1,749
TR04,bristol_bay,red_king_crab,2004,male,152,0,0,0,714,110,49,0,873
TR04,bristol_bay,red_king_crab,2004,male,153,0,0,0,676,91,33,1,801
TR04,bristol_bay,red_king_crab,2004,male,154,0,0,0,688,85,27,1,801
TR04,bristol_bay,red_king_crab,2004,male,155,0,0,0,725,116,44,0,885
TR04,bristol_bay,red_king_crab,2004,male,156,0,0,0,583,90,29,0,702
TR04,bristol_bay,red_king_crab,2004,male,157,0,0,0,583,92,35,0,710
TR04,bristol_bay,red_king_crab,2004,male,158,0,0,0,572,83,26,1,682
TR04,bristol_bay,red_king_crab,2004,male,159,0,0,0,457,75,45,1,578
TR04,bristol_bay,red_king_crab,2004,male,160,0,0,0,551,113,54,0,718
TR04,bristol_bay,red_king_crab,2004,male,161,0,0,0,391,62,38,1,492
TR04,bristol_bay,red_king_crab,2004,male,162,0,0,0,463,98,40,0,601
TR04,bristol_bay,red_king_crab,2004,male,163,0,0,0,411,59,41,0,511
TR04,bristol_bay,red_king_crab,2004,male,164,0,0,0,348,65,32,0,445
TR04,bristol_bay,red_king_crab,2004,male,165,0,0,0,370,58,39,0,467
TR04,bristol_bay,red_king_crab,2004,male,166,0,0,0,235,44,29,0,308
TR04,bristol_bay,red_king_crab,2004,male,167,0,0,0,259,52,39,1,351
TR04,bristol_bay,red_king_crab,2004,male,168,0,0,0,241,33,23,0,297
TR04,bristol_bay,red_king_crab,2004,male,169,0,0,0,174,26,30,0,230
TR04,bristol_bay,red_king_crab,2004,male,170,0,0,0,184,43,35,0,262
TR04,bristol_bay,red_king_crab,2004,male,171,0,0,0,128,23,20,0,171
TR04,bristol_bay,red_king_crab,2004,male,172,0,0,0,131,34,28,0,193
TR04,bristol_bay,red_king_crab,2004,male,173,0,0,0,108,30,10,0,148
TR04,bristol_bay,red_king_crab,2004,male,174,0,0,0,70,10,11,0,91
TR04,bristol_bay,red_king_crab,2004,male,175,0,0,0,73,33,15,0,121
TR04,bristol_bay,red_king_crab,2004,male,176,0,0,0,48,13,5,1,67
TR04,bristol_bay,red_king_crab,2004,male,177,0,0,0,37,10,11,0,58
TR04,bristol_bay,red_king_crab,2004,male,178,0,0,0,28,8,10,0,46
TR04,bristol_bay,red_king_crab,2004,male,179,0,0,0,19,7,3,0,29
TR04,bristol_bay,red_king_crab,2004,male,180,0,0,0,28,9,4,0,41
TR04,bristol_bay,red_king_crab,2004,male,181,0,0,0,15,4,4,0,23
TR04,bristol_bay,red_king_crab,2004,male,182,0,0,0,17,6,6,0,29
TR04,bristol_bay,red_king_crab,2004,male,183,0,0,0,7,2,3,0,12
TR04,bristol_bay,red_king_crab,2004,male,184,0,0,0,6,2,2,0,10
TR04,bristol_bay,red_king_crab,2004,male,185,0,0,0,8,2,0,0,10
TR04,bristol_bay,red_king_crab,2004,male,186,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,187,0,0,0,3,0,1,0,4
TR04,bristol_bay,red_king_crab,2004,male,188,0,0,0,3,0,3,0,6
TR04,bristol_bay,red_king_crab,2004,male,189,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,192,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,194,0,0,0,1,0,0,0,1
TR04,bristol_bay,red_king_crab,2004,male,195,0,0,0,0,1,0,0,1
TR05,bristol_bay,red_king_crab,2005,male,122,0,0,0,1,0,0,0,1
