#year	season	fleet	sex	type	shell	maturity	nsamp	datavector																
1991	5	1	2	0	0	0	0	0.0051	0.0105	0.0096	0.0102	0.0240	0.0326	0.0565	0.0466	0.0827	0.1150	0.1137	0.0952	0.0556	0.0265	0.0188	0.0070	#3131
1992	5	1	2	0	0	0	0	0.0000	0.0000	0.0010	0.0062	0.0228	0.0456	0.0819	0.0933	0.0870	0.0539	0.0777	0.0995	0.0653	0.0404	0.0228	0.0124	#965
1993	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0040	0.0342	0.0825	0.1127	0.0805	0.0362	0.0402	0.0402	0.0563	0.0262	0.0121	0.0080	#497
1994	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0588	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	#17
2006	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0143	0.0071	0.0000	0.0000	0.0000	0.0000	0.0000	#140
2007	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0189	0.1698	0.2264	0.2453	0.1321	0.0755	0.0377	0.0000	0.0000	0.0000	0.0000	#53
2008	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0069	0.0069	0.0138	0.0621	0.0552	0.0552	0.0966	0.0966	0.0483	0.0414	0.0207	#145
2009	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0155	0.0622	0.0674	0.0518	0.0570	0.1606	0.1088	0.0622	0.0415	0.0208	#193
2013	5	1	2	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0221	0.0504	0.1806	0.1437	0.0774	0.0467	0.0553	0.0369	0.0651	0.0233	0.0307	#814
2014	5	1	2	0	0	0	0	0.0000	0.0000	0.0016	0.0032	0.0111	0.0222	0.0475	0.0539	0.1442	0.1537	0.0586	0.0269	0.0222	0.0111	0.0174	0.0206	#631
2015	5	1	2	0	0	0	0	0.0003	0.0014	0.0028	0.0052	0.0240	0.0348	0.0637	0.1031	0.1445	0.1114	0.0912	0.0682	0.0373	0.0198	0.0167	0.0219	#2872
