#year	season	fleet	sex	type	shell	maturity	nsamp	datavector																				
1991	5	1	1	0	0	0	50	0.0026	0.0048	0.0029	0.0042	0.0051	0.0042	0.0102	0.0141	0.0144	0.0112	0.0156	0.0166	0.0182	0.0271	0.0300	0.0236	0.0217	0.0217	0.0169	0.0252	#3131
1992	5	1	1	0	0	0	48.25	0.0000	0.0000	0.0010	0.0031	0.0114	0.0166	0.0259	0.0238	0.0259	0.0301	0.0269	0.0269	0.0187	0.0124	0.0145	0.0052	0.0104	0.0135	0.0073	0.0166	#965
1993	5	1	1	0	0	0	24.85	0.0000	0.0000	0.0000	0.0000	0.0040	0.0020	0.0262	0.0483	0.0584	0.0664	0.0463	0.0282	0.0262	0.0362	0.0262	0.0221	0.0302	0.0141	0.0101	0.0221	#497
1994	5	1	1	0	0	0	0.85	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0588	0.1176	0.0000	0.1176	0.2353	0.1176	0.0000	0.0000	0.0588	0.0588	0.1765	#17
2006	5	1	1	0	0	0	7	0.0000	0.0000	0.0000	0.0000	0.0214	0.0500	0.0429	0.0500	0.0786	0.0857	0.0500	0.0500	0.0286	0.0643	0.1000	0.0786	0.1214	0.0500	0.0571	0.0429	#140
2007	5	1	1	0	0	0	2.65	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0189	0.0189	0.0377	0.0000	0.0189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	#53
2008	5	1	1	0	0	0	7.25	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0069	0.0138	0.0276	0.0897	0.1172	0.0621	0.0897	0.0345	0.0276	0.0000	0.0069	0.0069	0.0000	0.0138	#145
2009	5	1	1	0	0	0	9.65	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0052	0.0155	0.0207	0.0155	0.0363	0.0518	0.0311	0.0622	0.0622	0.0415	0.0052	0.0000	0.0052	#193
2013	5	1	1	0	0	0	40.7	0.0000	0.0012	0.0000	0.0000	0.0000	0.0086	0.0074	0.0135	0.0184	0.0393	0.0197	0.0295	0.0172	0.0197	0.0086	0.0221	0.0123	0.0098	0.0135	0.0270	#814
2014	5	1	1	0	0	0	31.55	0.0000	0.0000	0.0016	0.0000	0.0079	0.0079	0.0127	0.0190	0.0158	0.0317	0.0222	0.0269	0.0317	0.0412	0.0412	0.0254	0.0349	0.0254	0.0174	0.0428	#631
2015	5	1	1	0	0	0	50	0.0017	0.0038	0.0017	0.0024	0.0181	0.0247	0.0178	0.0115	0.0153	0.0205	0.0219	0.0118	0.0087	0.0066	0.0122	0.0104	0.0136	0.0143	0.0150	0.0212	#2872
