#year	season	fleet	sex	type	shell	maturity	nsamp	datavector																
1990	3	1	2	0	0	0	34.95	0.0000	0.0014	0.0029	0.0029	0.0057	0.0072	0.0143	0.0672	0.1016	0.1731	0.1688	0.2132	0.1359	0.0715	0.0243	0.0100	#699
1991	3	1	2	0	0	0	18.75	0.0027	0.0240	0.0613	0.0960	0.1333	0.1600	0.1227	0.0720	0.0693	0.0560	0.0693	0.0800	0.0347	0.0107	0.0053	0.0027	#375
1992	3	1	2	0	0	0	50	0.0000	0.0013	0.0029	0.0177	0.0803	0.1765	0.1950	0.1698	0.0958	0.0815	0.0572	0.0404	0.0395	0.0256	0.0118	0.0046	#2379
1993	3	1	2	0	0	0	50	0.0013	0.0024	0.0044	0.0059	0.0130	0.0326	0.1011	0.1598	0.1443	0.1139	0.0905	0.0853	0.0834	0.0740	0.0434	0.0446	#5944
1996	3	1	2	0	0	0	0.55	0.0000	0.0000	0.0000	0.0909	0.6364	0.2727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	#11
1997	3	1	2	0	0	0	45.3	0.0000	0.0000	0.0011	0.0011	0.0099	0.0265	0.0364	0.0464	0.0695	0.1391	0.1667	0.1435	0.1170	0.1082	0.0607	0.0740	#906
1998	3	1	2	0	0	0	50	0.0002	0.0004	0.0009	0.0026	0.0066	0.0174	0.0550	0.1755	0.2268	0.1521	0.0863	0.0883	0.0590	0.0532	0.0352	0.0403	#9655
1999	3	1	2	0	0	0	2	0.0000	0.0000	0.0000	0.0250	0.0250	0.0250	0.0500	0.0250	0.0000	0.1250	0.1250	0.0750	0.1000	0.1250	0.0750	0.2250	#40
2000	3	1	2	0	0	0	50	0.0000	0.0044	0.0256	0.0607	0.0744	0.0816	0.0701	0.0543	0.0550	0.0998	0.1541	0.1460	0.0799	0.0420	0.0224	0.0296	#8470
2001	3	1	2	0	0	0	50	0.0007	0.0042	0.0129	0.0307	0.0568	0.0844	0.0986	0.0909	0.0646	0.0568	0.0883	0.1407	0.1400	0.0638	0.0269	0.0396	#5436
2002	3	1	2	0	0	0	35.3	0.0595	0.1714	0.1601	0.1388	0.1091	0.0581	0.0297	0.0326	0.0382	0.0326	0.0241	0.0241	0.0198	0.0269	0.0283	0.0467	#706
2003	3	1	2	0	0	0	50	0.0120	0.0164	0.0231	0.0635	0.1020	0.1075	0.0682	0.0430	0.0600	0.0866	0.0984	0.0675	0.0540	0.0596	0.0572	0.0811	#12474
2004	3	1	2	0	0	0	50	0.0003	0.0056	0.0258	0.0575	0.0774	0.0918	0.1413	0.1308	0.0876	0.0449	0.0503	0.0611	0.0531	0.0446	0.0431	0.0851	#6666
2005	3	1	2	0	0	0	50	0.0004	0.0013	0.0022	0.0050	0.0146	0.0500	0.0788	0.0931	0.1233	0.1212	0.0871	0.1021	0.0958	0.0885	0.0519	0.0848	#26782
2006	3	1	2	0	0	0	50	0.0003	0.0040	0.0256	0.1183	0.1939	0.1616	0.0692	0.0519	0.0672	0.0704	0.0576	0.0403	0.0358	0.0323	0.0256	0.0461	#3991
2007	3	1	2	0	0	0	50	0.0029	0.0124	0.0214	0.0235	0.0461	0.0886	0.1116	0.0832	0.0556	0.0739	0.1005	0.1146	0.0942	0.0671	0.0437	0.0604	#12691
2008	3	1	2	0	0	0	50	0.0004	0.0018	0.0097	0.0362	0.0775	0.0662	0.0472	0.0772	0.1071	0.0871	0.0954	0.1260	0.1254	0.0670	0.0391	0.0368	#8564
2009	3	1	2	0	0	0	50	0.0036	0.0083	0.0099	0.0144	0.0164	0.0282	0.0652	0.0867	0.0803	0.0912	0.0857	0.0900	0.1141	0.1308	0.0875	0.0877	#6055
2010	3	1	2	0	0	0	50	0.0036	0.0051	0.0052	0.0199	0.0276	0.0292	0.0269	0.0444	0.0882	0.1135	0.1315	0.1423	0.1011	0.0917	0.0879	0.0816	#6872
