#========================================================================================================
# Gmacs Main  Data  File: WAG Model 23.1c2
#========================================================================================================

1981  # initial (start year)
2023  # terminal (end year)
#2024  # Projection year (for forecast, OFL and ABC calculation)
6     # Number of seasons: season1 for N est, season 2 for Jul 1 to MidFishing, season 3 for inst.remove C, season 4 for to spawning time,Feb15, season 5 for inst remove byc&estimate MMB, season 6 for remaining time to June 30 and R enter
2     # Number of distinct data groups or number of fleets (pot fishing, groundfish fishing)
1     # Number of sexes (males)
1     # Number of shell condition types
1     # Number of maturity types
17     # Number of size-classes in the model
5     # Season when recruitment occurs,end of year before growth
5     # Season when molting and growth occur, end of year after recruitment
5     # Season to calculate MMB
6     # Season for  N output
# maximum size-class (males then females)
17
# size_breaks (a vector giving the break points between size intervals with dimension nclass+1, lower limits of bins)
100.5  105.5  110.5 115.5 120.5 125.5 130.5 135.5 140.5 145.5 150.5 155.5 160.5 165.5 170.5 175.5 180.5 185.5
# Natural mortality per season input type (1 = vector by season, 2 = matrix by season/year)
2
# Proportion of the total natural mortality to be applied each season (each row must add to 1)
# 1 Start biological year (Jul 1) instantaneous N estimation
# 2 to mid fishing time
# 3 instantanous C removal
# 4 to spawning time
# 5 instantaneous byc removal and estimate MMB
# 6 Rest of the period of non fishing from Feb 15 to June 30
#
#
#Ins N  Jul1-MidFish   Inst C     MidFish-15Feb   Ins byc    Rest upto end
0.00000000	0.43972603	0.00000000	0.18767123	0.37260274	0.00000000	#1981
0.00000000	0.48219178	0.00000000	0.14520548	0.37260274	0.00000000	#1982
0.00000000	0.48219178	0.00000000	0.14520548	0.37260274	0.00000000	#1983
0.00000000	0.31369863	0.00000000	0.31369863	0.37260274	0.00000000	#1984
0.00000000	0.16712329	0.00000000	0.46027397	0.37260274	0.00000000	#1985
0.00000000	0.25068493	0.00000000	0.37671233	0.37260274	0.00000000	#1986
0.00000000	0.08630137	0.00000000	0.54109589	0.37260274	0.00000000	#1987
0.00000000	0.29863014	0.00000000	0.32876712	0.37260274	0.00000000	#1988
0.00000000	0.39863014	0.00000000	0.22876712	0.37260274	0.00000000	#1989
0.00000000	0.26438356	0.00000000	0.36301370	0.37260274	0.00000000	#1990
0.00000000	0.27260274	0.00000000	0.35479452	0.37260274	0.00000000	#1991
0.00000000	0.27534247	0.00000000	0.35205479	0.37260274	0.00000000	#1992
0.00000000	0.41780822	0.00000000	0.20958904	0.37260274	0.00000000	#1993
0.00000000	0.24794521	0.00000000	0.37945205	0.37260274	0.00000000	#1994
0.00000000	0.22191781	0.00000000	0.40547945	0.37260274	0.00000000	#1995
0.00000000	0.32739726	0.00000000	0.30000000	0.37260274	0.00000000	#1996
0.00000000	0.28493151	0.00000000	0.34246575	0.37260274	0.00000000	#1997
0.00000000	0.26164384	0.00000000	0.36575342	0.37260274	0.00000000	#1998
0.00000000	0.24383562	0.00000000	0.38356164	0.37260274	0.00000000	#1999
0.00000000	0.17808219	0.00000000	0.44931507	0.37260274	0.00000000	#2000
0.00000000	0.15890411	0.00000000	0.46849315	0.37260274	0.00000000	#2001
0.00000000	0.15479452	0.00000000	0.47260274	0.37260274	0.00000000	#2002
0.00000000	0.15616438	0.00000000	0.47123288	0.37260274	0.00000000	#2003
0.00000000	0.14246575	0.00000000	0.48493151	0.37260274	0.00000000	#2004
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2005
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2006
0.00000000	0.49863014	0.00000000	0.12876712	0.37260274	0.00000000	#2007
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2008
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2009
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2010
0.00000000	0.49863014	0.00000000	0.12876712	0.37260274	0.00000000	#2011
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2012
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2013
0.00000000	0.49726027	0.00000000	0.13013699	0.37260274	0.00000000	#2014
0.00000000	0.45890411	0.00000000	0.16849315	0.37260274	0.00000000	#2015
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2016
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2017
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2018
0.00000000	0.43561644	0.00000000	0.19178082	0.37260274	0.00000000	#2019
0.00000000	0.45753425	0.00000000	0.16986301	0.37260274	0.00000000	#2020
0.00000000	0.41506849	0.00000000	0.21232877	0.37260274	0.00000000	#2021
0.00000000	0.40821918	0.00000000	0.21917808	0.37260274	0.00000000	#2022
0.00000000	0.44383562	0.00000000	0.18356164	0.37260274	0.00000000	#2023



# Fishing fleet names (delimited with : no spaces in names)
Directed_Fishery GF_Bycatch
# Survey names (delimited with : no spaces in names) keep empty

# Are the seasons discrete-instantaneous (0) or continuous (1)
1 1 1 1 1 1 
0 #--input format for catch data (0:old format; 1: new format)
2017	3	1	1	1	0	0	738	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02551	0.13403	0.23519	0.21012	0.14829	0.08474	0.06615	0.03805	0.03070	0.01383	0.01340
2018	3	1	1	1	0	0	705	0.00000	0.00000	0.00000	0.00000	0.00000	0.00048	0.01830	0.13102	0.21484	0.20857	0.15222	0.10116	0.07611	0.04143	0.02697	0.01590	0.01301
2019	3	1	1	1	0	0	923	0.00000	0.00000	0.00000	0.00000	0.00000	0.00038	0.03667	0.14897	0.20512	0.20092	0.14553	0.10084	0.06914	0.04622	0.02521	0.01184	0.00917
2020	3	1	1	1	0	0	892	0.00000	0.00000	0.00000	0.00000	0.00000	0.00106	0.03108	0.15118	0.20805	0.20911	0.15648	0.09467	0.06040	0.03780	0.01943	0.01519	0.01554
2021	3	1	1	1	0	0	909	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.03503	0.13734	0.27627	0.21775	0.14889	0.07723	0.05732	0.02667	0.01274	0.00597	0.00438
2022	3	1	1	1	0	0	643	0.00000	0.00000	0.00000	0.00000	0.00000	0.00221	0.03640	0.17209	0.25427	0.21456	0.14451	0.08218	0.04633	0.02537	0.01379	0.00607	0.00221
2023	3	1	1	1	0	0	677	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03203	0.15848	0.25511	0.22916	0.14964	0.07731	0.05080	0.02871	0.01436	0.00221	0.00221
                                                                                                    
##  Total   catch   size    comp                                                                                    
#year   seas    fleet   sex type    shell   maturity    nsamp   l103    l108    l113    l118    l123    l128    l133    l138    l143    l148    
1990	3	1	1	0	0	0	1823	0.02264	0.03443	0.06767	0.10092	0.13794	0.13440	0.09125	0.12709	0.12025	0.06909	0.03820	0.02358	0.02028	0.00519	0.00566	0.00094	0.00047
1991	3	1	1	0	0	0	2000	0.03688	0.05384	0.06790	0.09014	0.11280	0.11098	0.11338	0.11619	0.10023	0.07302	0.05367	0.03184	0.01886	0.01059	0.00587	0.00289	0.00091
1992	3	1	1	0	0	0	2000	0.02992	0.04737	0.07050	0.08596	0.10042	0.11488	0.11588	0.12156	0.09842	0.07708	0.05345	0.03590	0.02563	0.01416	0.00658	0.00170	0.00060
1993	3	1	1	0	0	0	980	0.04513	0.05019	0.05778	0.06748	0.09152	0.11177	0.13539	0.13243	0.11598	0.07381	0.04513	0.03037	0.02193	0.01012	0.00844	0.00169	0.00084
1994	3	1	1	0	0	0	2000	0.03600	0.05169	0.07262	0.08899	0.10699	0.11896	0.12649	0.12067	0.10138	0.07543	0.04814	0.02428	0.01570	0.00720	0.00368	0.00121	0.00059
1995	3	1	1	0	0	0	2000	0.03893	0.05687	0.07712	0.09531	0.11413	0.12527	0.12044	0.10205	0.08563	0.06813	0.04621	0.02860	0.01843	0.01118	0.00688	0.00308	0.00174
1996	3	1	1	0	0	0	2000	0.02830	0.03957	0.05799	0.07970	0.10277	0.12694	0.13596	0.12447	0.10424	0.07847	0.05029	0.03024	0.01909	0.01133	0.00656	0.00285	0.00122
1997	3	1	1	0	0	0	2000	0.02953	0.04169	0.05511	0.07006	0.09330	0.11399	0.13916	0.13548	0.11406	0.08278	0.05088	0.03089	0.01868	0.01236	0.00656	0.00313	0.00234
1998	3	1	1	0	0	0	2000	0.02823	0.03887	0.05198	0.07011	0.08946	0.11478	0.14966	0.15248	0.11984	0.08706	0.04633	0.02498	0.01399	0.00641	0.00342	0.00125	0.00113
1999	3	1	1	0	0	0	2000	0.02823	0.04026	0.05157	0.06880	0.09084	0.11437	0.14447	0.14219	0.12494	0.08695	0.05412	0.02688	0.01529	0.00621	0.00312	0.00104	0.00072
2000	3	1	1	0	0	0	2000	0.03100	0.04388	0.05866	0.07494	0.09479	0.11608	0.14896	0.14161	0.11348	0.07590	0.04602	0.02604	0.01460	0.00771	0.00403	0.00146	0.00082
2001	3	1	1	0	0	0	2000	0.02258	0.03244	0.04820	0.06351	0.08986	0.11704	0.15979	0.15985	0.12871	0.08361	0.04688	0.02288	0.01327	0.00634	0.00344	0.00112	0.00047
2002	3	1	1	0	0	0	2000	0.02140	0.03333	0.04442	0.06402	0.08678	0.11628	0.16170	0.17057	0.12962	0.08432	0.04533	0.02233	0.01131	0.00531	0.00227	0.00067	0.00036
2003	3	1	1	0	0	0	2000	0.00791	0.01369	0.02505	0.04104	0.06746	0.10807	0.16376	0.18458	0.15398	0.10501	0.06542	0.03153	0.01833	0.00895	0.00358	0.00119	0.00047
2004	3	1	1	0	0	0	2000	0.01215	0.02033	0.03156	0.05077	0.07567	0.11819	0.16632	0.17396	0.14898	0.09752	0.05321	0.02556	0.01493	0.00649	0.00296	0.00106	0.00034
2005	3	1	1	0	0	0	2000	0.00390	0.00726	0.01319	0.02331	0.03857	0.06972	0.13579	0.18962	0.18655	0.14607	0.09170	0.04666	0.02717	0.00987	0.00684	0.00257	0.00120
2006	3	1	1	0	0	0	2000	0.00400	0.00726	0.01311	0.01973	0.03288	0.05998	0.11286	0.16462	0.17891	0.14810	0.10571	0.06820	0.04410	0.02351	0.01040	0.00455	0.00207
2007	3	1	1	0	0	0	2000	0.00631	0.01126	0.01749	0.02871	0.04361	0.07109	0.12495	0.16627	0.15850	0.13298	0.09154	0.06358	0.04162	0.02372	0.01167	0.00469	0.00199
2008	3	1	1	0	0	0	2000	0.00341	0.00853	0.01528	0.02084	0.03644	0.06026	0.11873	0.16450	0.16716	0.14096	0.09944	0.06332	0.04776	0.02822	0.01524	0.00627	0.00361
2009	3	1	1	0	0	0	2000	0.00166	0.00465	0.00764	0.01259	0.02299	0.04238	0.09802	0.15515	0.17040	0.15130	0.11330	0.08081	0.05597	0.03929	0.02388	0.01282	0.00714
2010	3	1	1	0	0	0	2000	0.00261	0.00485	0.01108	0.01548	0.02815	0.05194	0.10340	0.14943	0.16104	0.14740	0.10629	0.07745	0.05598	0.03948	0.02514	0.01218	0.00811
2011	3	1	1	0	0	0	2000	0.00265	0.00384	0.00852	0.01405	0.02479	0.04621	0.10094	0.15476	0.16558	0.15122	0.10709	0.07500	0.05228	0.04149	0.02510	0.01505	0.01144
2012	3	1	1	0	0	0	2000	0.00561	0.00710	0.01162	0.01533	0.02607	0.04780	0.10289	0.16079	0.17771	0.15204	0.10981	0.06783	0.04369	0.03317	0.01835	0.01104	0.00915
2013	3	1	1	0	0	0	2000	0.00363	0.00693	0.01271	0.01853	0.03218	0.05710	0.10489	0.14898	0.15846	0.14010	0.10748	0.07516	0.05135	0.03366	0.02381	0.01335	0.01167
2014	3	1	1	0	0	0	2000	0.00918	0.01295	0.01914	0.02762	0.04150	0.07050	0.12530	0.16822	0.16441	0.13891	0.08929	0.05563	0.03417	0.02134	0.01142	0.00577	0.00467
2015	3	1	1	0	0	0	2000	0.00596	0.00955	0.01501	0.02341	0.03461	0.06613	0.12490	0.18025	0.18367	0.14755	0.09133	0.05123	0.03177	0.01856	0.00941	0.00449	0.00219
2016	3	1	1	0	0	0	2000	0.00534	0.01006	0.01884	0.02695	0.04541	0.06826	0.12403	0.17118	0.17528	0.14315	0.09025	0.05411	0.03130	0.01764	0.01018	0.00480	0.00323
2017	3	1	1	0	0	0	2000	0.00239	0.00538	0.00946	0.01613	0.02848	0.05437	0.10630	0.15485	0.17362	0.15241	0.10506	0.07030	0.04750	0.03047	0.02096	0.01205	0.01026
2018	3	1	1	0	0	0	2000	0.00304	0.00518	0.00782	0.01577	0.02828	0.05603	0.10835	0.15535	0.16397	0.14489	0.10826	0.07555	0.05031	0.03431	0.02198	0.01193	0.00898
2019	3	1	1	0	0	0	2000	0.00468	0.00594	0.01011	0.01897	0.03576	0.06808	0.11687	0.15421	0.16204	0.13895	0.10055	0.06706	0.04967	0.03038	0.01758	0.01067	0.00849
2020	3	1	1	0	0	0	2000	0.00524	0.00898	0.01208	0.02001	0.03568	0.06662	0.12000	0.16241	0.16937	0.14397	0.10301	0.06389	0.03939	0.02244	0.01485	0.00572	0.00632
2021	3	1	1	0	0	0	2000	0.00501	0.00900	0.01363	0.02136	0.05129	0.08378	0.14614	0.16526	0.17176	0.13262	0.09315	0.04873	0.03142	0.01523	0.00660	0.00346	0.00154
2022	3	1	1	0	0	0	2000	0.00463	0.00658	0.01132	0.01779	0.04187	0.07779	0.14224	0.17056	0.17845	0.13961	0.09460	0.05050	0.03214	0.01847	0.00858	0.00303	0.00183
2023	3	1	1	0	0	0	2000	0.00294	0.00430	0.00799	0.01427	0.02881	0.06437	0.12991	0.18513	0.18588	0.14943	0.10069	0.05372	0.03768	0.01891	0.01051	0.00369	0.00177

#
##  Growth data (increment)
# Type of growth increment (0=no growth data;1=size-at-release; 2= size-class-at-release)
3
# nobs_growth
222
# Class-at-release; Sex; Class-at-recapture;  Years-at-liberty;  number transition matrix; RecaptureFleet Recapture Year (if applicable)  sample size
1       1       3       1       1       1       2004    2
1       1       4       1       1       1       2004    2
2       1       2       1       1       1       2004    1
2       1       4       1       1       1       2004    4
2       1       5       1       1       1       2004    10
2       1       6       1       1       1       2004    1
2       1       8       1       1       1       2004    1
3       1       5       1       1       1       2004    4
3       1       6       1       1       1       2004    6
3       1       7       1       1       1       2004    2
4       1       4       1       1       1       2004    2
4       1       6       1       1       1       2004    7
4       1       7       1       1       1       2004    29
4       1       8       1       1       1       2004    12
5       1       5       1       1       1       2004    9
5       1       6       1       1       1       2004    10
5       1       7       1       1       1       2004    25
5       1       8       1       1       1       2004    90
5       1       9       1       1       1       2004    24
5       1       10      1       1       1       2004    3
6       1       6       1       1       1       2004    18
6       1       7       1       1       1       2004    12
6       1       8       1       1       1       2004    36
6       1       9       1       1       1       2004    96
6       1       10      1       1       1       2004    21
7       1       7       1       1       1       2004    43
7       1       8       1       1       1       2004    9
7       1       9       1       1       1       2004    37
7       1       10      1       1       1       2004    64
7       1       11      1       1       1       2004    23
8       1       8       1       1       1       2004    39
8       1       9       1       1       1       2004    11
8       1       10      1       1       1       2004    28
8       1       11      1       1       1       2004    44
8       1       12      1       1       1       2004    13
8       1       13      1       1       1       2004    1
9       1       9       1       1       1       2004    48
9       1       10      1       1       1       2004    7
9       1       11      1       1       1       2004    8
9       1       12      1       1       1       2004    22
9       1       13      1       1       1       2004    3
10      1       10      1       1       1       2004    56
10      1       11      1       1       1       2004    4
10      1       12      1       1       1       2004    7
10      1       13      1       1       1       2004    12
10      1       14      1       1       1       2004    1
11      1       11      1       1       1       2004    30
11      1       12      1       1       1       2004    6
11      1       13      1       1       1       2004    1
11      1       14      1       1       1       2004    5
12      1       12      1       1       1       2004    18
12      1       13      1       1       1       2004    4
12      1       14      1       1       1       2004    2
12      1       15      1       1       1       2004    2
13      1       13      1       1       1       2004    12
13      1       14      1       1       1       2004    1
13      1       15      1       1       1       2004    1
13      1       16      1       1       1       2004    1
14      1       14      1       1       1       2004    10
14      1       15      1       1       1       2004    1
15      1       15      1       1       1       2004    3
15      1       16      1       1       1       2004    1
17      1       17      1       1       1       2004    1
#Year2                                                                  
                1       1       4       2       1       1       2004    1
                1       1       8       2       1       1       2004    1
                2       1       5       2       1       1       2004    2
                2       1       7       2       1       1       2004    1
                2       1       8       2       1       1       2004    4
                2       1       9       2       1       1       2004    3
                3       1       5       2       1       1       2004    3
                3       1       6       2       1       1       2004    7
                3       1       7       2       1       1       2004    1
                3       1       8       2       1       1       2004    1
                3       1       9       2       1       1       2004    13
                3       1       10      2       1       1       2004    1
                4       1       6       2       1       1       2004    1
                4       1       7       2       1       1       2004    16
                4       1       8       2       1       1       2004    8
                4       1       9       2       1       1       2004    6
                4       1       10      2       1       1       2004    10
                4       1       11      2       1       1       2004    4
                5       1       5       2       1       1       2004    1
                5       1       6       2       1       1       2004    2
                5       1       7       2       1       1       2004    15
                5       1       8       2       1       1       2004    61
                5       1       9       2       1       1       2004    17
                5       1       10      2       1       1       2004    5
                5       1       11      2       1       1       2004    10
                5       1       12      2       1       1       2004    4
                5       1       14      2       1       1       2004    1
                6       1       6       2       1       1       2004    1
                6       1       7       2       1       1       2004    2
                6       1       8       2       1       1       2004    24
                6       1       9       2       1       1       2004    42
                6       1       10      2       1       1       2004    9
                6       1       11      2       1       1       2004    3
                6       1       12      2       1       1       2004    6
                6       1       13      2       1       1       2004    2
                7       1       7       2       1       1       2004    2
                7       1       8       2       1       1       2004    5
                7       1       9       2       1       1       2004    11
                7       1       10      2       1       1       2004    39
                7       1       11      2       1       1       2004    13
                7       1       12      2       1       1       2004    1
                7       1       14      2       1       1       2004    1
                8       1       8       2       1       1       2004    3
                8       1       9       2       1       1       2004    4
                8       1       10      2       1       1       2004    10
                8       1       11      2       1       1       2004    38
                8       1       12      2       1       1       2004    8
                8       1       13      2       1       1       2004    1
                9       1       9       2       1       1       2004    5
                9       1       10      2       1       1       2004    1
                9       1       11      2       1       1       2004    7
                9       1       12      2       1       1       2004    14
                9       1       13      2       1       1       2004    5
                10      1       10      2       1       1       2004    3
                10      1       12      2       1       1       2004    6
                10      1       13      2       1       1       2004    14
                10      1       14      2       1       1       2004    2
                10      1       17      2       1       1       2004    1
                11      1       11      2       1       1       2004    1
                11      1       13      2       1       1       2004    5
                11      1       14      2       1       1       2004    4
                12      1       12      2       1       1       2004    1
                12      1       14      2       1       1       2004    2
                12      1       15      2       1       1       2004    2
#Year3                                                                  
                1       1       1       3       1       1       2004    1
                1       1       7       3       1       1       2004    5
                1       1       9       3       1       1       2004    1
                2       1       7       3       1       1       2004    3
                2       1       8       3       1       1       2004    11
                2       1       9       3       1       1       2004    6
                2       1       10      3       1       1       2004    1
                3       1       6       3       1       1       2004    1
                3       1       7       3       1       1       2004    1
                3       1       8       3       1       1       2004    4
                3       1       9       3       1       1       2004    14
                3       1       10      3       1       1       2004    5
                4       1       7       3       1       1       2004    1
                4       1       8       3       1       1       2004    1
                4       1       9       3       1       1       2004    5
                4       1       10      3       1       1       2004    14
                4       1       11      3       1       1       2004    3
                4       1       12      3       1       1       2004    1
                5       1       7       3       1       1       2004    1
                5       1       8       3       1       1       2004    4
                5       1       9       3       1       1       2004    5
                5       1       10      3       1       1       2004    12
                5       1       11      3       1       1       2004    24
                5       1       12      3       1       1       2004    12
                5       1       13      3       1       1       2004    2
                5       1       14      3       1       1       2004    1
                6       1       6       3       1       1       2004    1
                6       1       8       3       1       1       2004    2
                6       1       9       3       1       1       2004    8
                6       1       10      3       1       1       2004    2
                6       1       11      3       1       1       2004    6
                6       1       12      3       1       1       2004    7
                6       1       13      3       1       1       2004    3
                6       1       14      3       1       1       2004    1
                7       1       8       3       1       1       2004    1
                7       1       9       3       1       1       2004    2
                7       1       10      3       1       1       2004    11
                7       1       11      3       1       1       2004    3
                7       1       13      3       1       1       2004    6
                7       1       14      3       1       1       2004    3
                8       1       10      3       1       1       2004    1
                8       1       11      3       1       1       2004    7
                8       1       12      3       1       1       2004    2
                8       1       14      3       1       1       2004    1
                9       1       11      3       1       1       2004    1
                9       1       12      3       1       1       2004    4
                9       1       13      3       1       1       2004    1
                9       1       15      3       1       1       2004    1
                9       1       16      3       1       1       2004    1
                10      1       13      3       1       1       2004    1
                13      1       15      3       1       1       2004    1
#Year4                                                                  
                1       1       10      4       1       1       2004    6
                1       1       11      4       1       1       2004    1
                2       1       8       4       1       1       2004    1
                2       1       10      4       1       1       2004    1
                2       1       11      4       1       1       2004    5
                3       1       8       4       1       1       2004    3
                3       1       9       4       1       1       2004    3
                3       1       10      4       1       1       2004    3
                3       1       11      4       1       1       2004    1
                3       1       12      4       1       1       2004    1
                3       1       14      4       1       1       2004    1
                4       1       9       4       1       1       2004    1
                4       1       10      4       1       1       2004    2
                4       1       12      4       1       1       2004    1
                4       1       14      4       1       1       2004    1
                5       1       8       4       1       1       2004    1
                5       1       10      4       1       1       2004    1
                5       1       11      4       1       1       2004    4
                5       1       12      4       1       1       2004    4
                6       1       11      4       1       1       2004    1
                6       1       12      4       1       1       2004    2
                7       1       10      4       1       1       2004    2
                7       1       12      4       1       1       2004    1
                7       1       14      4       1       1       2004    2
                8       1       14      4       1       1       2004    2
#Year5                                                                  
                1       1       10      5       1       1       2004    2
                2       1       11      5       1       1       2004    1
                2       1       12      5       1       1       2004    1
                2       1       16      5       1       1       2004    1
                3       1       11      5       1       1       2004    1
                3       1       13      5       1       1       2004    3
                3       1       14      5       1       1       2004    1
                5       1       14      5       1       1       2004    1
                7       1       13      5       1       1       2004    1
                7       1       14      5       1       1       2004    1
#Year6                                                                  
                1       1       8       6       1       1       2004    1
                1       1       9       6       1       1       2004    1
                1       1       11      6       1       1       2004    1
                1       1       12      6       1       1       2004    1
                1       1       13      6       1       1       2004    2
                2       1       11      6       1       1       2004    2
                2       1       14      6       1       1       2004    1
                3       1       9       6       1       1       2004    1
                4       1       10      6       1       1       2004    2

# Environmental data
1   #--format flag (0=old style, 1=new style)
0   # Number of series
# Year ranges

# Indices
# Index Year Value

## eof
9999
